Longitude,Latitude,Mean,Standard_Deviation,Max_Precipitation,New_Mean,New_Standard_Deviation,Elevation,Km,a,b,Estimated_FF,Estimated_PMP
75.875,26.125,73.5490625,34.09224232,178.39,71.88492063,31.67791549,275,3.362123982,6.9,-0.0006,6.602127688352732,282.6907054658269
75.875,26.375,78.22625,39.89584355,228.54,75.84031746,35.39225801,326,4.314493936,10.5,-0.0064,6.364446429179615,303.4783801123481
75.875,26.625,87.10109375,61.5495738,310.11,83.56126984,55.1954705,326,4.10448046,10.3,-0.0063,5.9500939218069355,415.519327283324
75.875,26.875,87.5503125,64.42247077,303.79,84.11793651,58.83990723,377,3.733385619,7.12,-0.0011,6.466289051989185,468.0261604414083
75.875,27.125,67.3659375,39.44153275,211.57,65.07698413,35.28471955,468,4.151740973,15.8,-0.0095,8.331416866927986,361.3376451036936
75.875,27.375,52.6940625,20.56290636,122.93,51.57920635,18.70825709,564,3.813866428,7.15,-0.0011,6.747343608567092,178.92510140364146
75.875,27.625,50.10859375,17.83184247,116.84,49.04936508,15.84979614,487,4.277066678,7.15,-0.0011,6.7665604727953195,157.35719781278783
75.875,27.875,56.5653125,23.89650105,151.65,55.05603175,20.84033387,364,4.634953012,7.12,-0.0011,6.690481747745295,195.99718587415308
75.875,28.125,55.3265625,26.08257591,145.75,53.89126984,23.64857353,330,3.884324356,7.04,-0.0011,6.6243281235748634,211.9824732172071
75.875,28.375,52.7990625,25.52564573,128.17,51.60269841,23.88092167,274,3.206212166,7.04,-0.0011,6.642771037916745,211.43455732823438
75.875,28.625,52.0003125,23.7080749,122.04,50.88857143,22.17865282,234,3.208104169,7.04,-0.0011,6.648610107420518,199.45752780802258
75.875,28.875,53.1290625,26.02408294,138.04,51.78126984,23.9111701,214,3.607465875,7.04,-0.0011,6.640360149632678,211.9078435631284
75.875,29.125,48.86390625,23.63155138,132.8,47.5315873,21.3004645,216,4.003124565,7.04,-0.0011,6.671587738104633,190.971824024133
75.875,29.375,52.151875,26.20638596,152.15,50.56460317,23.16100629,225,4.386052815,7.4,-0.0014,6.878959294781547,211.47549449508935
75.875,29.625,61.98140625,34.44254005,189.37,59.95936508,30.71554835,227,4.213196308,9.58,-0.0039,7.522888006155944,293.051036534718
75.875,29.875,68.38359375,39.66934504,190.54,66.44460317,36.85126609,224,3.367466305,10.0,-0.0042,7.50353317222248,344.8982912947124
75.875,30.125,74.54875,43.44362721,223.35,72.1868254,39.50026127,236,3.8268905,10.9,-0.005,7.508374812550693,371.13151680883965
75.875,30.375,65.71328125,30.08819053,161.12,64.19888889,27.80094329,248,3.48625261,10.9,-0.005,7.847510776595615,283.88148331779854
75.875,30.625,69.60984375,31.01184726,181.38,67.83571429,27.84884265,245,4.077163533,10.9,-0.005,7.696098949044646,283.9372924007747
75.875,30.875,82.52,42.04580973,240.72,80.00888889,37.31417655,253,4.306971933,18.3,-0.0114,7.1432871806200575,349.0658790050085
75.875,31.125,93.2225,56.16954941,287.55,90.13793651,50.95260437,244,3.874425379,7.64,-0.0006,7.22439940478935,461.32446468309524
75.875,31.375,96.8290625,61.61354046,321.52,93.26253968,55.15795972,254,4.138250607,9.54,-0.0037,6.667373166261739,464.5877630428739
75.875,31.625,88.8053125,40.18703425,258.11,86.11793651,34.32819925,325,5.010226788,9.84,-0.004,6.898020325328485,325.601928658426
75.875,31.875,89.868125,30.91725903,240.44,87.47809524,24.60621975,663,6.216391885,10.3,-0.0044,6.9359924103371275,260.53667843308756
75.875,32.125,87.00734375,23.54642796,204.5,85.14238095,18.45636189,557,6.4670177,15.2,-0.0102,6.257748911270301,202.50262227315818
75.875,32.375,83.83046875,19.58040255,184.92,82.22587302,14.98983641,581,6.850917125,13.9,-0.0119,5.125900731202844,160.66688216463
75.875,32.625,78.31390625,21.30839958,192.64,76.49920635,15.8270122,1329,7.33813762,15.2,-0.0102,6.837988326758421,186.53883092106312
75.875,32.875,75.19234375,26.19017879,212.56,73.01190476,19.81254812,2888,7.043419877,15.2,-0.0102,7.059212642793136,215.05333392465138
75.875,33.125,75.49390625,27.19003365,216.88,73.24968254,20.70493308,1488,6.937009499,15.2,-0.0102,7.037532306677973,221.20554170810544
75.875,33.375,74.95953125,28.87377272,219.39,72.66698413,22.59554322,2539,6.493449369,15.2,-0.0102,7.075995986527138,234.84550438812047
75.875,33.625,74.75890625,31.41946849,224.7,72.37888889,25.30465734,4470,6.019489183,15.2,-0.0102,7.090490953825098,254.18135020891384
75.875,33.875,72.321875,34.1285553,226.54,69.87396825,28.27972203,4331,5.5398717,15.2,-0.0102,7.268953277560361,277.8858531384644
75.875,34.125,75.7875,38.59577819,233.59,73.28269841,33.34278177,4836,4.807856246,15.2,-0.0102,7.016488841270227,309.73675622611336
75.875,34.375,80.776875,44.84853394,233.5,78.35269841,40.83152436,4657,3.799694085,15.2,-0.0102,6.668342330329034,353.0554573016492
75.875,34.625,82.8153125,46.34986185,222.29,80.60142857,43.22878435,3752,3.277644134,15.2,-0.0102,6.531125196758473,365.1479151935233
75.875,34.875,84.59734375,48.81686755,239.01,82.14634921,45.12694733,4720,3.476052781,15.2,-0.0102,6.413483182827507,374.0182615432977
75.875,35.125,82.61390625,46.77004155,234.31,80.20603175,43.02435344,3477,3.581784639,15.1,-0.0105,6.342345978726447,355.4892412774894
75.875,35.375,78.89390625,43.16887021,218.77,76.67365079,39.71953349,3886,3.577492904,11.2,-0.0061,6.921696857391288,353.820476384781
75.875,35.625,70.85578125,35.22536798,180.48,69.11571429,32.66099959,5113,3.409702309,11.6,-0.0068,7.164840396617739,304.86663050634746
75.875,35.875,68.08734375,33.33095611,174.12,66.40428571,30.77815793,5265,3.499745324,11.6,-0.0068,7.30099879926574,292.7986378405413
75.875,36.125,72.57640625,40.11968136,210.1,70.39349206,36.47150317,4598,3.830566217,11.6,-0.0068,7.081498484134307,330.84930066245454
75.875,36.375,75.96640625,44.2211447,235.0,73.44206349,39.73313312,4656,4.066075938,17.5,-0.0142,5.95051584346007,312.399044390868
76.125,10.375,117.9385937,65.16756476,327.55,114.6114286,60.04780931,10,3.54615054,20.3,-0.0117,5.107649611326879,424.64176358325204
76.125,10.625,95.53953125,30.68433611,188.61,94.06222222,28.57966224,25,3.308218866,20.3,-0.0117,6.637984448013694,285.2508847286042
76.125,10.875,94.90796875,30.12873059,184.28,93.48936508,28.16652369,37,3.223352513,22.3,-0.0132,6.3712870062003555,274.36497514593145
76.125,11.125,108.3585938,40.17883969,223.85,106.5253968,37.74764216,53,3.10813064,17.8,-0.0106,5.6440244330839375,321.4072084423493
76.125,11.375,129.0489063,51.26934973,261.67,126.9438095,48.8534289,1214,2.757763242,13.9,-0.0078,5.079980235822226,377.22335956414634
76.125,11.625,113.5184375,50.5937494,222.59,111.7871429,49.07673258,842,2.257747232,16.3,-0.0101,5.179087534234697,367.69113142604783
76.125,11.875,88.2153125,48.42238751,195.04,86.51968254,46.88214169,769,2.31474744,13.9,-0.0078,6.985310210233288,415.70161552476065
76.125,12.125,78.3515625,49.07584036,203.21,76.36968254,46.85386857,863,2.707147165,13.9,-0.0078,7.543955545643594,431.8150641335076
76.125,12.375,78.27890625,52.27192363,229.82,75.87349206,49.04507707,861,3.138877888,16.3,-0.0101,7.393107554979948,440.8744360707908
76.125,12.625,68.494375,39.89398623,183.98,66.66126984,37.43975094,818,3.133533937,13.9,-0.0078,8.14686112585857,373.51082649491286
76.125,12.875,48.88125,18.82271903,95.66,48.13873016,18.01757453,938,2.637495394,13.9,-0.0078,9.49357344423404,219.9324170875156
76.125,13.125,45.773125,17.4262035,91.81,45.04238095,16.5625363,1021,2.823699113,13.9,-0.0078,9.726542270302536,206.86933442537017
76.125,13.375,38.76640625,12.90231876,72.42,38.23222222,12.28208625,789,2.783548094,13.9,-0.0078,10.272915527035138,164.9392407920098
76.125,13.625,39.57515625,13.94888022,75.56,39.00396825,13.29583865,714,2.749434067,13.9,-0.0078,10.208315378828994,175.30327041522392
76.125,13.875,44.51875,17.91454058,100.65,43.62777778,16.58974645,764,3.437196729,13.9,-0.0078,9.822175054347396,207.46614373913826
76.125,14.125,48.524375,23.62908568,133.97,47.16809524,21.20067129,669,4.094299826,16.7,-0.0097,10.430375621415166,269.65533998085243
76.125,14.375,41.64421875,15.43970903,97.35,40.76,13.86111679,702,4.082643617,13.9,-0.0078,10.044888858915227,180.87759636599378
76.125,14.625,40.9784375,14.24009581,91.56,40.17555556,12.83524139,603,4.003387462,13.9,-0.0078,10.09718858963442,170.57829040831143
76.125,14.875,46.5534375,16.0808826,98.19,45.73380952,14.82244592,565,3.538969936,12.7,-0.0073,9.040928684505447,180.56211399265874
76.125,15.125,47.13953125,14.80385417,89.58,46.46587302,13.91361017,521,3.098701663,13.9,-0.0078,9.623427559507322,181.03615081221935
76.125,15.375,50.50015625,19.48754727,105.22,49.6315873,18.37144897,527,3.025804486,13.9,-0.0078,9.37444735563484,222.7223374659969
76.125,15.625,50.980625,20.5487187,104.72,50.12761905,19.55465655,643,2.791784188,12.7,-0.0073,8.753410807311255,222.15056697802981
76.125,15.875,56.4409375,25.39226418,131.17,55.2547619,23.76873315,638,3.193911834,13.9,-0.0078,8.949964158453213,269.17024728433876
76.125,16.125,52.054375,21.11710599,118.66,50.99714286,19.53138772,527,3.464313859,13.9,-0.0078,9.261487891115362,232.94408586545927
76.125,16.375,49.3109375,16.18320606,98.64,48.52793651,15.06039325,599,3.327407369,14.0,-0.0079,9.483001910480159,192.1286754623325
76.125,16.625,53.93140625,22.39873454,120.93,52.86793651,20.91135836,568,3.254789207,12.7,-0.0074,8.520794496142061,232.1127934707423
76.125,16.875,62.1765625,34.37878144,184.35,60.23730159,30.98344777,502,4.005774288,14.3,-0.0089,8.22261373387036,316.94148565625704
76.125,17.125,49.43125,18.98461124,125.25,48.22777778,16.536089,449,4.657825814,9.6,-0.004,7.877716664357017,179.69787387859077
76.125,17.375,47.911875,12.59801471,98.77,47.10460317,10.93257341,428,4.725822081,8.29,-0.0018,7.605020293482455,131.05431764303668
76.125,17.625,50.524375,13.97587462,113.97,49.51730159,11.55495004,510,5.577929647,11.1,-0.0065,7.99276430728508,142.8803672521743
76.125,17.875,48.27890625,14.2996273,116.16,47.20142857,11.55091872,535,5.969964215,8.94,-0.0031,7.697310482138649,137.18991399178753
76.125,18.125,55.521875,21.53234354,162.0,53.83174603,16.97595101,640,6.371852386,8.94,-0.0031,7.526407051061178,183.28979238013312
76.125,18.375,51.34578125,16.25031959,123.8,50.19571429,13.5504488,676,5.431870694,11.0,-0.0065,7.878580079477443,158.10407723365904
76.125,18.625,59.37421875,26.35104966,183.5,57.40396825,21.37659746,669,5.898788708,11.0,-0.0065,7.47798111335111,219.22801082358927
76.125,18.875,67.9234375,39.06792839,250.89,65.01920635,31.7917963,556,5.84650178,8.94,-0.0031,7.242546948022003,298.1770147647022
76.125,19.125,76.74515625,40.75809755,252.09,73.96190476,34.52268589,429,5.159740347,11.1,-0.0065,6.740280846614636,309.4377547280603
76.125,19.375,73.855625,36.3825456,213.17,71.64428571,32.12069736,426,4.406059828,8.94,-0.0031,7.1105752782295975,302.2522615675107
76.125,19.625,75.0978125,29.54269027,172.36,73.55396825,27.09396474,464,3.646791183,8.94,-0.0031,7.0832466603064494,267.0110477590657
76.125,19.875,72.0053125,34.18611939,175.58,70.36126984,31.84740689,508,3.303839793,8.94,-0.0031,7.151478513512187,299.761358584915
76.125,20.125,74.25265625,36.36429994,180.68,72.56333333,34.06916825,521,3.173446028,11.1,-0.0065,6.8503712144292495,307.6391057293469
76.125,20.375,84.65578125,48.20638067,265.49,81.78539683,42.8186746,642,4.290291675,8.94,-0.0031,6.876450941420962,379.09629651356784
76.125,20.625,81.4803125,42.65614767,251.07,78.7884127,37.21107175,355,4.629847494,8.94,-0.0031,6.944476673889278,339.8917322782953
76.125,20.875,70.334375,29.04939849,171.0,68.73650794,26.34119986,261,3.882264005,8.94,-0.0031,7.188618609826132,259.6912145187455
76.125,21.125,76.20765625,35.07880248,176.0,74.62365079,33.00717793,253,3.071342525,14.0,-0.0099,6.583730518217453,293.5180209079746
76.125,21.375,84.1878125,36.03975177,187.27,82.5515873,33.88418047,420,3.090480904,9.22,-0.0036,6.809365285872773,314.91757473266614
76.125,21.625,91.78390625,42.93075779,219.63,89.75460317,40.10920323,427,3.238044797,9.22,-0.0036,6.625679781048192,357.53464312496385
76.125,21.875,93.53484375,47.67417045,240.09,91.20857143,44.30083964,331,3.360690898,6.53,-0.0002,6.4089789914365785,377.4579943057608
76.125,22.125,82.29890625,36.28173525,204.21,80.36380952,33.13011661,206,3.738175507,6.53,-0.0002,6.423397363238787,295.1068099264676
76.125,22.375,83.60875,29.08941976,179.86,82.08095238,26.65031711,250,3.668963758,6.53,-0.0002,6.421714854252796,254.74948725583442
76.125,22.625,85.53453125,29.65090444,194.17,83.81015873,26.51093799,526,4.162804096,6.53,-0.0002,6.419241966895544,255.71465697717338
76.125,22.875,88.11625,28.43278095,194.51,86.42746032,25.27303833,530,4.276594617,6.78,-0.0005,6.487770719034484,252.08192805841014
76.125,23.125,88.54484375,28.54969138,181.57,87.06825397,26.23894855,519,3.60158281,6.78,-0.0005,6.486380559002472,258.74064951338613
76.125,23.375,101.2465625,47.20930411,259.98,98.72698413,43.1022652,506,3.741172653,16.8,-0.0102,5.981455595185986,359.06084784573017
76.125,23.625,95.7746875,44.47812331,247.07,93.3731746,40.50432306,452,3.794578301,16.8,-0.0102,6.324791526980583,351.95608679597217
76.125,23.875,83.61375,32.90200177,196.91,81.81539683,29.8788249,412,3.852045841,16.8,-0.0102,7.160061973194681,297.5479879702324
76.125,24.125,85.05,31.94349132,192.64,83.34222222,29.15350639,384,3.749043985,16.8,-0.0102,7.055933446038405,290.75520080649534
76.125,24.375,91.02890625,40.69228985,251.4,88.48333333,35.60097934,338,4.576184972,6.78,-0.0005,6.478329272658441,321.6637728436304
76.125,24.625,90.50625,42.44223002,256.67,87.86873016,37.21181177,321,4.536228198,16.8,-0.0102,6.673971676138229,338.85682777076715
76.125,24.875,84.7915625,41.3378222,214.88,82.72666667,38.24992462,267,3.454995916,16.8,-0.0102,7.07455786437857,355.3928675323085
76.125,25.125,84.66546875,43.96602864,241.08,82.18269841,39.61298894,261,4.011242419,6.93,-0.0007,6.531221497110664,343.386673679735
76.125,25.375,81.41171875,43.61883759,235.77,78.9615873,39.35227842,220,3.984735294,16.8,-0.0102,7.322701777485479,369.5767178842375
76.125,25.625,70.46890625,31.26609556,168.7,68.90968254,28.93942409,241,3.448248215,6.9,-0.0006,6.614340320839194,261.8841058703521
76.125,25.875,80.205625,36.65043834,190.77,78.45063492,34.1680664,278,3.287261379,6.9,-0.0006,6.575811790006632,304.8883988748495
76.125,26.125,83.5565625,37.85223888,198.43,81.7331746,35.25267563,256,3.310296972,6.93,-0.0007,6.536293223917145,313.9783873453181
76.125,26.375,88.0115625,46.13618131,235.15,85.67603175,42.58206946,292,3.51025608,10.3,-0.0063,5.916062157591242,339.92973222422773
76.125,26.625,92.305,59.85293623,260.62,89.63333333,56.41292118,306,3.030984092,10.5,-0.0064,5.816061166799663,420.40600018072826
76.125,26.875,93.46265625,70.07107366,325.95,89.77238095,64.15863721,362,3.681150805,15.8,-0.0095,6.502031754390442,510.6241527078362
76.125,27.125,64.52640625,35.58036411,193.8,62.47444444,31.88388192,385,4.118869712,7.15,-0.0011,6.660092076992093,276.87599560914344
76.125,27.375,58.24609375,22.24261904,137.45,56.98888889,20.03574117,478,4.015878945,7.12,-0.0011,6.678123415772029,192.04724600972466
76.125,27.625,59.474375,23.88843653,153.73,57.97825397,20.89160723,384,4.583263748,7.15,-0.0011,6.697206801717715,199.389789039571
76.125,27.875,60.78828125,28.0856327,186.04,58.80015873,23.41698207,351,5.43365669,7.12,-0.0011,6.659474756480124,216.73308221811266
76.125,28.125,53.18671875,24.78806392,154.3,51.58174603,21.43224818,294,4.792696179,7.04,-0.0011,6.639939018895905,195.49553970304277
76.125,28.375,47.5146875,18.98482823,109.85,46.5252381,17.42090888,255,3.634986116,7.04,-0.0011,6.6814966638007505,163.91243206209685
76.125,28.625,52.939375,24.02816634,132.84,51.67111111,21.99030552,220,3.691121472,7.04,-0.0011,6.641745846842314,198.99339535825362
76.125,28.875,54.42390625,27.83197833,157.76,52.78365079,24.79367919,215,4.233996431,7.04,-0.0011,6.630908830399161,218.82853252905488
76.125,29.125,51.504375,24.17646595,153.37,49.88746032,20.65083218,219,5.011059059,7.04,-0.0011,6.652238121510736,188.87862806871667
76.125,29.375,54.18515625,26.61963637,172.06,52.31412698,22.26667256,222,5.377807246,7.4,-0.0014,6.859405536253755,206.92129328201358
76.125,29.625,60.5678125,29.66469806,176.14,58.73333333,26.04961402,229,4.507040549,9.58,-0.0039,7.564476338508066,257.619501381558
76.125,29.875,68.9453125,36.91901695,190.92,67.00920635,33.8340731,226,3.662307913,10.0,-0.0042,7.4858515616660934,322.22216145315974
76.125,30.125,76.34265625,39.61273234,206.34,74.27920635,36.35347534,240,3.6326869,28.1,-0.0169,7.733632585951412,357.4870777520051
76.125,30.375,82.435,41.43798654,224.66,80.17746032,37.65882797,249,3.836618065,10.9,-0.005,7.218071335951176,354.2591067157734
76.125,30.625,88.52390625,50.57560101,253.48,85.90555556,46.47283298,253,3.605858169,10.9,-0.005,7.001631952712478,413.9095785758382
76.125,30.875,91.19484375,46.57943933,212.36,89.2715873,44.3548462,260,2.775083745,10.9,-0.005,6.90874893826174,397.6313403410128
76.125,31.125,100.1489063,55.2281856,243.84,97.86809524,52.5892886,259,2.775696509,9.44,-0.0037,6.516940561954083,442.8701743016495
76.125,31.375,112.7178125,66.72041525,298.63,109.7668254,62.96778188,362,2.999362038,9.54,-0.0037,6.286708100167422,508.5778768945714
76.125,31.625,91.81171875,40.25741654,230.31,89.61333333,36.56608868,425,3.847736297,9.61,-0.004,6.656257222517763,335.20501062547504
76.125,31.875,88.81640625,24.6901152,189.56,87.21730159,21.34528803,689,4.794627191,10.3,-0.0044,6.968163528234635,237.55386380030933
76.125,32.125,99.3196875,24.76694098,215.62,97.47365079,20.12549124,572,5.870482751,24.4,-0.018,4.082986709700323,181.49180075911028
76.125,32.375,101.4298438,23.42991174,213.6,99.64936508,18.83581036,1644,6.049680515,15.2,-0.0102,5.401685427588737,203.17496613843696
76.125,32.625,80.66671875,20.86711266,184.7,79.01539683,16.36547516,1632,6.457777861,15.2,-0.0102,6.675839048938646,189.91999687756345
76.125,32.875,74.5496875,23.23622455,192.91,72.67095238,17.96092988,2241,6.69447787,15.2,-0.0102,7.105638439954198,202.17356127264992
76.125,33.125,75.86,27.90240066,219.67,73.57730159,21.38729138,3398,6.830818164,15.2,-0.0102,7.0113020658187,225.8127602348605
76.125,33.375,73.65078125,29.15618322,223.6,71.27063492,22.38325762,3498,6.805504706,15.2,-0.0102,7.171088520817414,234.1631030272809
76.125,33.625,71.214375,30.30789799,225.38,68.76730159,23.45008242,5218,6.678556415,15.2,-0.0102,7.351532558517742,243.60841941055452
76.125,33.875,68.56703125,32.45404808,228.56,66.02746032,25.63631836,4691,6.339932958,15.2,-0.0102,7.552749801735842,262.19172966072693
76.125,34.125,68.40765625,31.96241018,217.52,66.04079365,26.0630198,5239,5.812035886,15.2,-0.0102,7.565037725704426,265.57538428278144
76.125,34.375,71.8265625,37.10955825,229.44,69.3247619,31.59749914,3985,5.067338949,15.2,-0.0102,7.305770317429999,302.6706338220319
76.125,34.625,77.7928125,42.34562701,234.32,75.30825397,37.76957596,3160,4.210048484,25.4,-0.0189,5.838448056502815,298.30851985859744
76.125,34.875,80.99390625,46.81581129,233.65,78.57079365,43.02016988,3068,3.604802277,15.2,-0.0102,6.653596823105635,367.2327718930327
76.125,35.125,82.88796875,50.22975274,256.46,80.13285714,45.57713425,4607,3.868763268,15.1,-0.0105,6.32412112219378,371.1232861494866
76.125,35.375,80.2071875,47.49609752,247.88,77.54571429,42.87594603,3335,3.972723671,11.2,-0.0061,6.866468548500336,374.61352240219287
76.125,35.625,75.0328125,40.94793922,215.19,72.80809524,37.23693148,4778,3.823674484,11.6,-0.0068,6.964194654921612,334.3580516786983
76.125,35.875,69.0221875,34.16945038,180.39,67.25444444,31.40205896,5318,3.602806927,11.6,-0.0068,7.254734013187094,296.8357727212185
76.125,36.125,66.2234375,33.33956941,174.18,64.50984127,30.67963171,5129,3.574689546,11.6,-0.0068,7.394124683099953,293.072459595327
76.125,36.375,71.17015625,39.52975151,209.97,68.96698413,35.73164613,4237,3.946166246,13.1,-0.009,6.903861025093733,317.85647532934837
76.375,9.375,48.9778125,15.69557237,103.69,48.10936508,14.21240537,3,3.910712754,21.1,-0.0128,11.272397524072431,209.18569560390173
76.375,9.625,88.075625,26.36393979,170.21,86.77190476,24.43992725,12,3.414007513,20.7,-0.0121,7.13076582697615,262.3510230480832
76.375,9.875,62.4709375,28.90281916,152.99,61.03412698,26.76769841,13,3.435329837,20.3,-0.0117,9.773854548810409,324.09452836576367
76.375,10.125,112.4610938,42.35050952,235.78,110.5036508,39.70911288,13,3.154851371,20.3,-0.0117,5.445698813683535,328.7049627030416
76.375,10.375,90.58265625,30.25017124,178.39,89.18888889,28.37731892,29,3.143394602,20.3,-0.0117,7.0343395666043005,290.1983535231048
76.375,10.625,81.43890625,25.52281768,152.89,80.3047619,24.07139367,84,3.015414857,20.3,-0.0117,7.82861556637012,269.88459343918515
76.375,10.875,80.01296875,26.69281631,154.05,78.83777778,25.20768423,74,2.983702173,20.3,-0.0117,7.960319614875458,280.6741919716558
76.375,11.125,85.74546875,38.26102116,185.68,84.15920635,36.41570707,284,2.787829808,14.2,-0.0079,7.212767802557854,348.40350821187445
76.375,11.375,109.6784375,56.95971669,232.04,107.7361905,55.26734282,69,2.249136709,13.9,-0.0078,5.908529752561304,436.2271768969754
76.375,11.625,98.31484375,55.17821524,216.89,96.43269841,53.53732189,918,2.249968757,13.9,-0.0078,6.456149315571728,443.9597878276668
76.375,11.875,68.4740625,41.00828917,162.33,66.98428571,39.57687808,796,2.409126715,13.9,-0.0078,8.14815199642665,390.9524806398861
76.375,12.125,69.73140625,46.89770206,181.39,67.95904762,45.09174153,696,2.515559358,13.9,-0.0078,8.06863135614738,433.56004586225106
76.375,12.375,73.9525,52.9987353,207.06,71.83968254,50.6730231,767,2.668487278,13.9,-0.0078,7.807301145207228,469.5720512797423
76.375,12.625,57.02734375,31.808313,140.97,55.69492063,30.23584149,812,2.820330944,13.9,-0.0078,8.909120781451499,326.4021075132324
76.375,12.875,41.1934375,14.08221243,79.36,40.58761905,13.34044378,848,2.906378647,13.9,-0.0078,10.08026979474422,175.66870998401743
76.375,13.125,40.50625,12.8795199,75.74,39.94698413,12.18594554,882,2.937237472,13.9,-0.0078,10.134445734364707,164.00405379705364
76.375,13.375,39.98640625,15.34672098,82.84,39.30619048,14.47922315,794,3.006639865,13.9,-0.0078,10.175622119108027,187.32150960264102
76.375,13.625,39.4425,13.45195943,78.16,38.82793651,12.63548445,720,3.11282592,13.9,-0.0078,10.218883580772834,168.56304458121545
76.375,13.875,44.73765625,17.82266637,104.13,43.79492063,16.30366313,694,3.700706945,13.9,-0.0078,9.805418307267184,204.60189318041898
76.375,14.125,46.05546875,17.78757686,106.67,45.09333333,16.19181853,799,3.802949406,13.9,-0.0078,9.705145258400409,203.19941958130937
76.375,14.375,48.5565625,21.30387767,124.03,47.35857143,19.21477473,673,3.990233019,13.9,-0.0078,9.517646983334036,231.43600524442752
76.375,14.625,44.5084375,15.84752625,93.54,43.73015873,14.70933582,698,3.386273988,13.9,-0.0078,9.822965157329858,188.997730747324
76.375,14.875,47.0990625,15.45912612,90.56,46.40920635,14.57121443,626,3.030000957,13.9,-0.0078,9.626465734047066,187.36835891384715
76.375,15.125,54.30703125,21.53592665,121.63,53.2384127,19.95177839,525,3.427844173,13.9,-0.0078,9.100178205805845,235.87177012174604
76.375,15.375,54.49203125,21.78837966,125.5,53.36492063,20.02410364,507,3.602412406,13.9,-0.0078,9.087056118517799,236.45218474969653
76.375,15.625,55.65859375,23.52963988,126.84,54.52873016,21.92555771,535,3.298035598,13.9,-0.0078,9.004746335052689,253.09267918310871
76.375,15.875,55.725,24.81143323,132.91,54.49984127,23.00682228,580,3.408126415,13.9,-0.0078,9.000083365589939,262.788318497312
76.375,16.125,55.0746875,23.15199181,134.13,53.81984127,21.06527938,519,3.812442137,13.9,-0.0078,9.045851706347202,245.62808092425354
76.375,16.375,55.44765625,21.37805751,128.48,54.2884127,19.44915244,480,3.814643724,15.0,-0.0094,8.90704228966776,228.6820795312749
76.375,16.625,50.6878125,17.99643241,112.59,49.7052381,16.34697039,532,3.846875624,14.7,-0.0092,9.221333135184086,201.42867221718012
76.375,16.875,51.25296875,19.69329634,120.42,50.15507937,17.79996566,463,3.947475068,15.6,-0.0097,9.488847080198187,220.154120930519
76.375,17.125,45.3425,12.82605417,91.67,44.60714286,11.51133747,396,4.088391751,13.1,-0.0085,8.910238245219468,147.9112593788219
76.375,17.375,49.6778125,16.70722668,117.71,48.59793651,14.45439804,474,4.781386488,13.2,-0.0085,8.653426964416953,174.75789025375155
76.375,17.625,52.92015625,17.26465668,130.03,51.69619048,14.38477363,541,5.445605994,8.94,-0.0031,7.587355447550196,162.0625468133569
76.375,17.875,46.56234375,13.72079953,108.28,45.58269841,11.39418624,621,5.502569493,8.94,-0.0031,7.7383796919440515,134.73488315584433
76.375,18.125,48.2175,13.2961215,102.35,47.35825397,11.50397965,622,4.780236728,8.94,-0.0031,7.698775876822592,136.784061016878
76.375,18.375,54.0184375,18.34166502,132.22,52.77714286,15.59309559,662,5.09474573,8.94,-0.0031,7.56156691750503,171.9266732548376
76.375,18.625,67.415625,37.44978183,225.24,64.91047619,31.9859114,643,5.012504467,15.3,-0.0114,7.094463587097991,294.33850872744256
76.375,18.875,73.83515625,43.54078673,246.08,71.10111111,38.04591954,478,4.599149948,15.3,-0.0114,6.593814727680276,324.70290084099076
76.375,19.125,83.71859375,45.40478185,266.63,80.8152381,39.43135292,399,4.712360803,8.94,-0.0031,6.896458014421907,355.65526361463264
76.375,19.375,85.96515625,46.03759863,267.47,83.08412698,40.27259144,429,4.578445698,8.94,-0.0031,6.84859556886602,361.7758475327356
76.375,19.625,84.92125,41.60739479,239.17,82.47285714,37.08096694,440,4.225810592,8.94,-0.0031,6.870794272535727,339.69694527143866
76.375,19.875,90.8646875,51.006502,260.58,88.17079365,46.67448327,558,3.693864276,14.1,-0.0103,5.530446292325118,348.99541044676226
76.375,20.125,93.61046875,48.21962076,235.44,91.35920635,45.14061372,619,3.191821771,8.94,-0.0031,6.6881890074101005,395.51942521984955
76.375,20.375,78.27953125,38.56016271,209.32,76.19952381,35.1225844,586,3.790167451,8.94,-0.0031,7.0137256919793955,324.61970382499476
76.375,20.625,74.9403125,33.68105796,188.52,73.13746032,30.73113353,367,3.754581313,14.1,-0.0103,6.516188236238276,275.19016329445367
76.375,20.875,74.00359375,33.21028607,170.27,72.47555556,31.16081146,248,3.138379261,8.94,-0.0031,7.1073143830775,295.4732772280242
76.375,21.125,73.2721875,32.36547681,168.98,71.75301587,30.27287531,588,3.211686472,9.22,-0.0036,7.082274849812867,287.6730109395339
76.375,21.375,84.02953125,40.8369106,216.28,81.93031746,37.57785581,273,3.575235458,8.45,-0.0028,6.678435502257312,334.9908175902102
76.375,21.625,89.81390625,41.29155398,232.6,87.54746032,37.46067356,371,3.872128446,7.53,-0.0016,6.5220764020556725,334.13528128078684
76.375,21.875,91.493125,44.36480171,245.0,89.05650794,40.24304775,324,3.875041796,20.4,-0.0123,6.620490516488092,357.92184098345246
76.375,22.125,90.3846875,41.37532862,231.92,88.13809524,37.6307295,240,3.820864136,17.0,-0.0103,6.700961762964631,342.54676699196517
